Song,Album Release Date,Hot100 Ranking Year,Decade,Season
Back On the Chain Gang - Originally Performed By the Pretenders,2011-06-07,2011,new millennium,Summer
I'm Gonna Make You Love Me,2011-10-24,2011,new millennium,Autumn
My Humps - Originally Performed By Black Eyed Peas,2011-12-11,2011,new millennium,Winter
Work Out,2011-09-27,2012,new millennium,Autumn
I'm Still Standing (Karaoke Version) [In the Style of Elton John],2011-11-05,2011,new millennium,Autumn
Don't Wanna Go Home (Originally Performed By Jason Derulo),2011-07-29,2011,new millennium,Summer
She Ain't You,2011-03-22,2011,new millennium,Spring
I'm Every Woman (As Made Famous by Whitney Houston),2011-07-05,2011,new millennium,Summer
6 Foot 7 Foot,2011-08-29,2011,new millennium,Summer
Headlines,2011-11-15,2011,new millennium,Autumn
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),2011-03-22,2011,new millennium,Spring
Ass Back Home (feat. Neon Hitch),2011-11-11,2012,new millennium,Autumn
Too Fat To Fly,2011-03-11,2011,new millennium,Spring
Backseat (feat. The Cataracs & Dev),2011-05-13,2011,new millennium,Spring
Set Fire to the Rain,2011-01-24,2012,new millennium,Winter
Turn Me On (feat. Nicki Minaj),2011-08-24,2012,new millennium,Summer
Sad Movies Make Me Cry,2011-12-08,2011,new millennium,Winter
You Da One,2011-11-19,2012,new millennium,Autumn
Stereo Hearts (feat. Adam Levine),2011-11-11,2011,new millennium,Autumn
We Found Love,2011-11-18,2012,new millennium,Autumn
Wanted,2011-07-21,2013,new millennium,Summer
Crazy Girl,2011-01-01,2011,new millennium,Winter
Who Says,2011-01-01,2011,new millennium,Winter
I Can't Stand the Rain,2011-07-15,2011,new millennium,Summer
Rolling in the Deep,2011-01-24,2012,new millennium,Winter
Price Tag,2011-01-01,2011,new millennium,Winter
Independent Women Part 1 (As Made Famous By Destiny's Child),2011-02-15,2011,new millennium,Winter
Drunk On You,2011-01-01,2012,new millennium,Winter
We Run The Night,2011-01-01,2012,new millennium,Winter
Yeah 3x,2011-03-22,2011,new millennium,Spring
What the Hell,2011-03-08,2011,new millennium,Spring
Beg Your Pardon,2011-09-10,2011,new millennium,Autumn
Not Over You,2011-09-16,2012,new millennium,Autumn
Don’t Matter (In The Style Of Akon),2011-03-25,2011,new millennium,Spring
Black and Yellow,2011-03-29,2011,new millennium,Spring
Gone,2011-07-19,2011,new millennium,Summer
On The Floor,2011-01-01,2011,new millennium,Winter
How To Love,2011-08-29,2011,new millennium,Summer
Give Your Heart a Break,2011-01-01,2012,new millennium,Winter
Norman,2011-12-08,2011,new millennium,Winter
Fats Domino Medley - Yes It's Me I'm in Love Again / I'm Walkin' / I Want to Walk You Home / Walking to New Orleans / My Blue Heaven / Blue Monday / Blueberry Hill,2011-05-19,2011,new millennium,Spring
Yoü And I,2011-01-01,2011,new millennium,Winter
Brass in Pocket (As Made Famous By The Pretenders),2011-01-25,2011,new millennium,Winter
I Finally Found Someone (As Made Famous by Bryan Adams and Barbra Streisand),2011-07-12,2011,new millennium,Summer
Birthday Cake,2011-11-19,2012,new millennium,Autumn
Can't Stop this Thing We've Started (As Made Famous By Bryan Adams),2011-06-28,2011,new millennium,Summer
Bread and Butter,2011-09-20,2011,new millennium,Autumn
I Don't Want This Night To End,2011-01-01,2012,new millennium,Winter
U & Ur Hand (In The Style Of Pink),2011-03-29,2011,new millennium,Spring
Till the World Ends,2011-03-28,2011,new millennium,Spring
What in the World's Come Over You - Remastered 1990,2011-01-01,2011,new millennium,Winter
Wanted,2011-05-09,2012,new millennium,Spring
I'm On One,2011-01-01,2011,new millennium,Winter
The Motto,2011-11-15,2012,new millennium,Autumn
Don't Forget About Us (As Made Famous By Mariah Carey),2011-08-16,2011,new millennium,Summer
Jar of Hearts,2011-05-10,2011,new millennium,Spring
Day by Day,2011-12-20,2011,new millennium,Winter
"Jocelyn, Op. 100: Berceuse (Arr. For vocal, violin and orchestra)",2011-10-04,2011,new millennium,Autumn
Even If It Breaks Your Heart,2011-01-01,2012,new millennium,Winter
Deck Of Cards,2011-01-01,2011,new millennium,Winter
Just A Kiss,2011-09-13,2011,new millennium,Autumn
Lighters,2011-01-01,2011,new millennium,Winter
Pumped Up Kicks,2011-05-23,2011,new millennium,Spring
Da Doo Ron Ron (When He Walked Me Home),2011-02-22,2011,new millennium,Winter
"The Breakup Song (They Don't Write 'em) [In the Style of ""Greg Kihn Band""] {Karaoke Demonstration Version With Lead Vocal}",2011-02-11,2011,new millennium,Winter
Get Low featuring Ying Yang Twins,2011-03-15,2011,new millennium,Spring
Hitchin' A Ride,2011-09-29,2011,new millennium,Autumn
Don't Tell Me (As Made Famous by Madonna),2011-07-12,2011,new millennium,Summer
God Gave Me You,2011-07-11,2011,new millennium,Summer
Dance (A$$) Remix,2011-01-01,2012,new millennium,Winter
"Young, Wild & Free (feat. Bruno Mars)",2011-10-11,2012,new millennium,Autumn
Rags to Riches,2011-11-23,2011,new millennium,Autumn
Party Rock Anthem,2011-01-01,2011,new millennium,Winter
Somebody That I Used To Know,2011-01-01,2012,new millennium,Winter
Glad You Came,2011-01-01,2012,new millennium,Winter
Hold It Against Me,2011-03-28,2011,new millennium,Spring
It Will Rain,2011-11-04,2012,new millennium,Autumn
Drank in My Cup,2011-09-16,2012,new millennium,Autumn
The Show Goes On,2011-03-04,2011,new millennium,Spring
Mockingbird,2011-01-01,2011,new millennium,Winter
Light My Fire,2011-09-05,2011,new millennium,Autumn
Take A Back Road,2011-10-04,2011,new millennium,Autumn
"Take Me There - From ""The Rugrats Movie"" Soundtrack",2011-01-01,2011,new millennium,Winter
International Love (feat. Chris Brown),2011-06-17,2012,new millennium,Summer
Domino,2011-01-01,2012,new millennium,Winter
I Need A Doctor,2011-02-01,2011,new millennium,Winter
Where Have You Been,2011-11-18,2012,new millennium,Autumn
I Want Crazy - Encore,2011-04-08,2013,new millennium,Spring
Party (feat. André 3000),2011-06-24,2022,new millennium,Summer
Sail,2011-03-15,2013,new millennium,Spring
Titanium (feat. Sia),2011-08-24,2012,new millennium,Summer
How We Do (As Made Famous By The Game Featuring. 50 Cent),2011-01-18,2011,new millennium,Winter
Someone Like You,2011-01-24,2012,new millennium,Winter
Pound The Alarm,2011-01-01,2012,new millennium,Winter
Get Off - Remastered,2011-02-08,2011,new millennium,Winter
Rags to Riches,2011-11-23,2011,new millennium,Autumn
Love You Like A Love Song,2011-01-01,2012,new millennium,Winter
We Don't Have To Take Our Clothes Off,2011-01-01,2011,new millennium,Winter
Endless Love (As Made Famous by Mariah Carey and Luther Vandross),2011-07-05,2011,new millennium,Summer
Blame It on the Rain,2011-06-03,2011,new millennium,Summer
Ivory Tower,2011-04-01,2011,new millennium,Spring
It Isn't Fair,2011-09-30,2011,new millennium,Autumn
Without You (feat. Usher),2011-08-24,2012,new millennium,Summer
Chirpy Chirpy Cheep Cheep,2011-09-08,2011,new millennium,Autumn
Without You (feat. Usher),2011-08-24,2011,new millennium,Summer
Didn’t I (Blow Your Mind This Time),2011-11-15,2011,new millennium,Autumn
A Thousand Years,2011-10-18,2012,new millennium,Autumn
Short Dick Man - Original,2011-12-09,2011,new millennium,Winter
Sexy And I Know It,2011-01-01,2011,new millennium,Winter
We Found Love,2011-11-18,2011,new millennium,Autumn
I Wanna Go,2011-03-28,2011,new millennium,Spring
Barefoot Blue Jean Night,2011-08-26,2011,new millennium,Summer
Mama's Broken Heart,2011-11-01,2013,new millennium,Autumn
Tic Tac Toe (Original Mix),2011-10-11,2011,new millennium,Autumn
Teen-Age Crush,2011-01-01,2011,new millennium,Winter
Country Girl (Shake It For Me),2011-01-01,2011,new millennium,Winter
Born This Way,2011-01-01,2011,new millennium,Winter
Let Me Love You (Until You Learn To Love Yourself),2012-01-01,2012,new millennium,Winter
So Good,2012-04-27,2012,new millennium,Spring
Ho Hey,2012-04-03,2012,new millennium,Spring
Payphone,2012-01-01,2012,new millennium,Winter
If You Wanna Be Happy,2012-01-10,2012,new millennium,Winter
Classic,2012-08-12,2014,new millennium,Summer
Want U Back,2012-10-02,2012,new millennium,Autumn
Part Of Me,2012-01-01,2012,new millennium,Winter
Let's Go (feat. Ne-Yo),2012-10-29,2012,new millennium,Autumn
Sleep Walk,2012-10-25,2012,new millennium,Autumn
Turn Up the Music,2012-07-03,2012,new millennium,Summer
Let Her Go,2012-08-28,2014,new millennium,Summer
I Wanna Love Him So Bad,2012-03-13,2012,new millennium,Spring
Beauty And A Beat,2012-06-15,2013,new millennium,Summer
Things I'd Like to Say (A Tribute to New Colony Six),2012-11-05,2012,new millennium,Autumn
Stay,2012-12-11,2013,new millennium,Winter
Climax,2012-06-12,2012,new millennium,Summer
We Are Young (feat. Janelle Monáe),2012-02-21,2012,new millennium,Winter
Everybody Talks,2012-01-01,2012,new millennium,Winter
Troublemaker (feat. Flo Rida),2012-11-26,2013,new millennium,Autumn
Timber (feat. Ke$ha),2012-04-06,2014,new millennium,Spring
Let Me Love You (Until You Learn To Love Yourself),2012-01-01,2013,new millennium,Winter
Don't You Worry Child - Radio Edit,2012-09-14,2013,new millennium,Autumn
Take A Little Ride,2012-10-16,2012,new millennium,Autumn
Die Young,2012-11-30,2012,new millennium,Autumn
What Makes You Beautiful,2012-05-25,2012,new millennium,Spring
Hard To Love,2012-04-24,2012,new millennium,Spring
The Beach Boys Medley,2012-11-06,2012,new millennium,Autumn
Next To Me,2012-01-01,2013,new millennium,Winter
Wild Ones (feat. Sia),2012-06-22,2012,new millennium,Summer
Please Don't Leave Me - DJ Sign & Manuel Voltera Remix,2012-09-15,2012,new millennium,Autumn
Hurting Each Other.,2012-08-30,2012,new millennium,Summer
50 Ways to Say Goodbye,2012-04-17,2012,new millennium,Spring
Love Remains The Same,2012-01-01,2012,new millennium,Winter
BURN IT DOWN,2012-06-20,2012,new millennium,Summer
Boyfriend,2012-01-01,2012,new millennium,Winter
Feel So Close - Radio Edit,2012-10-29,2012,new millennium,Autumn
Love Somebody,2012-01-01,2013,new millennium,Winter
Stay The Night - Featuring Hayley Williams Of Paramore,2012-05-09,2014,new millennium,Spring
The Way You Make Me Feel - 2012 Remaster,2012-09-18,2012,new millennium,Autumn
Daylight,2012-01-01,2013,new millennium,Winter
It's Time,2012-09-04,2012,new millennium,Autumn
Rack City,2012-01-01,2012,new millennium,Winter
So Fine,2012-08-08,2012,new millennium,Summer
Scream,2012-06-12,2012,new millennium,Summer
As Long As You Love Me,2012-06-15,2012,new millennium,Summer
Let Her Go,2012-08-28,2013,new millennium,Summer
Let's Go All The Way,2012-01-01,2012,new millennium,Winter
"Gone, Gone, Gone",2012-01-01,2013,new millennium,Winter
Let Me Go,2012-01-01,2012,new millennium,Winter
Radioactive,2012-09-04,2014,new millennium,Autumn
Good Girl,2012-05-01,2012,new millennium,Spring
Good Feeling,2012-06-22,2012,new millennium,Summer
Radioactive,2012-09-04,2013,new millennium,Autumn
Hall of Fame (feat. will.i.am),2012-09-10,2013,new millennium,Autumn
Someday,2012-06-15,2012,new millennium,Summer
Rainy Days And Mondays,2012-08-30,2012,new millennium,Summer
You Talk Too Much,2012-01-01,2012,new millennium,Winter
Rock And Roll Music - Remastered 2012,2012-01-01,2012,new millennium,Winter
Home,2012-01-01,2013,new millennium,Winter
Makin' It (Re-Recorded),2012-11-26,2012,new millennium,Autumn
Demons,2012-09-04,2013,new millennium,Autumn
Bad - 2012 Remaster,2012-09-18,2012,new millennium,Autumn
I Will Wait,2012-09-25,2013,new millennium,Autumn
Dear One,2012-08-09,2012,new millennium,Summer
Gangnam Style (강남스타일),2012-01-01,2013,new millennium,Winter
Locked out of Heaven,2012-12-07,2013,new millennium,Winter
Don't Let Me Get Me (Originally Performed By Pink) - Karaoke Backing Track,2012-06-11,2012,new millennium,Summer
Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),2012-04-28,2012,new millennium,Spring
Heart Attack,2012-08-17,2012,new millennium,Summer
I'm Different (In the Style of 2 Chainz) [Karaoke Intrumental Version],2012-12-10,2013,new millennium,Winter
Little Woman,2012-03-08,2012,new millennium,Spring
I Cry,2012-06-22,2013,new millennium,Summer
Pour It Up,2012-12-11,2013,new millennium,Winter
Didn't We Almost Have It All (Originally Performed By Whitney Houston) - Karaoke Backing Track,2012-11-15,2012,new millennium,Autumn
I Won't Give Up,2012-04-13,2012,new millennium,Spring
Baby Come Back,2012-06-11,2012,new millennium,Summer
No Lie,2012-01-01,2012,new millennium,Winter
Burn,2012-10-12,2014,new millennium,Autumn
Die Young,2012-11-30,2013,new millennium,Autumn
Adorn,2012-09-28,2012,new millennium,Autumn
Clarity,2012-01-01,2013,new millennium,Winter
In The Dark,2012-01-01,2012,new millennium,Winter
Drive By,2012-04-17,2012,new millennium,Spring
When I Was Your Man,2012-12-07,2013,new millennium,Winter
Thrift Shop (feat. Wanz),2012-10-09,2013,new millennium,Autumn
Old Rivers,2012-01-01,2012,new millennium,Winter
Manhattan Spiritual,2012-05-15,2012,new millennium,Spring
One More Night,2012-01-01,2012,new millennium,Winter
White Walls (feat. ScHoolboy Q & Hollis),2012-10-09,2014,new millennium,Autumn
Treasure,2012-12-07,2013,new millennium,Winter
I Want to Walk You Home,2012-01-01,2012,new millennium,Winter
Blown Away,2012-05-01,2012,new millennium,Spring
Tonight You Belong To Me,2012-01-01,2012,new millennium,Winter
Knock On Wood,2012-10-17,2012,new millennium,Autumn
Easy Lover,2012-06-12,2012,new millennium,Summer
Diamonds,2012-01-01,2013,new millennium,Winter
"Work Hard, Play Hard",2012-12-04,2012,new millennium,Winter
Smooth Criminal - 2012 Remaster,2012-09-18,2012,new millennium,Autumn
Call Me Maybe,2012-01-01,2012,new millennium,Winter
Thinking of You,2012-11-30,2012,new millennium,Autumn
Rock & Roll Must Go (It's in the Book),2012-04-25,2012,new millennium,Spring
Somebody's Watching Me,2012-02-01,2012,new millennium,Winter
Gangnam Style (강남스타일),2012-01-01,2012,new millennium,Winter
Sweet Nothing (feat. Florence Welch),2012-10-29,2013,new millennium,Autumn
Somethin' 'Bout A Truck,2012-01-01,2012,new millennium,Winter
Get Your Shine On,2012-01-01,2013,new millennium,Winter
Ho Hey,2012-04-03,2013,new millennium,Spring
The Martian Hop,2012-07-03,2012,new millennium,Summer
Wide Awake,2012-03-12,2012,new millennium,Spring
Demons,2012-09-04,2014,new millennium,Autumn
Superstar,2012-01-01,2012,new millennium,Winter
Some Nights,2012-02-21,2012,new millennium,Winter
On The Street Where You Live,2012-01-01,2012,new millennium,Winter
Oh!,2012-09-11,2012,new millennium,Autumn
Diamonds,2012-01-01,2012,new millennium,Winter
Tell Me,2012-01-01,2012,new millennium,Winter
Same Love (feat. Mary Lambert),2012-10-09,2013,new millennium,Autumn
Come Over,2012-06-19,2012,new millennium,Summer
Carry On,2012-02-21,2013,new millennium,Winter
Just Give Me a Reason (feat. Nate Ruess),2012-09-18,2013,new millennium,Autumn
Blow Me (One Last Kiss) [Pink],2012-10-01,2012,new millennium,Autumn
Love You So,2012-07-10,2012,new millennium,Summer
Teen Idle,2012-04-30,2012,new millennium,Spring
Stupid Girls (Karaoke Version) - Originally Performed By Pink,2012-01-01,2012,new millennium,Winter
Can't Hold Us (feat. Ray Dalton),2012-10-09,2013,new millennium,Autumn
Catch My Breath,2012-11-19,2013,new millennium,Autumn
Home,2012-01-01,2012,new millennium,Winter
Hot Pastrami,2012-04-24,2012,new millennium,Spring
One More Night,2012-01-01,2013,new millennium,Winter
It's Time,2012-09-04,2013,new millennium,Autumn
Don't Forget Me (When I'm Gone),2012-06-15,2012,new millennium,Summer
Twistin' Matilda (and the Channel),2012-01-10,2012,new millennium,Winter
Feel This Moment (feat. Christina Aguilera),2012-08-18,2013,new millennium,Summer
I Need Your Love (feat. Ellie Goulding),2012-10-29,2013,new millennium,Autumn
He's Got The Whole World In His Hands,2012-01-01,2012,new millennium,Winter
Swimming Pools (Drank),2012-01-01,2013,new millennium,Winter
It Goes Like This,2013-01-01,2013,new millennium,Winter
Come & Get It,2013-01-01,2013,new millennium,Winter
Raise Your Glass,2013-11-01,2013,new millennium,Autumn
Brave,2013-07-16,2014,new millennium,Summer
Started From the Bottom,2013-01-01,2013,new millennium,Winter
Downtown,2013-01-01,2013,new millennium,Winter
Trumpets,2013-09-10,2014,new millennium,Autumn
Scream & Shout,2013-01-01,2013,new millennium,Winter
You're in Love (Originally Performed by Wilson Phillips) [Karaoke Version],2013-03-15,2013,new millennium,Spring
"Hold On, We're Going Home",2013-01-01,2013,new millennium,Winter
She's Not Gone Yet But She's Leaving,2013-10-07,2013,new millennium,Autumn
I'm Gonna Get Married (In the Style of Lloyd Price) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Sweater Weather,2013-04-19,2014,new millennium,Spring
#thatPOWER,2013-01-01,2013,new millennium,Winter
DJ Got Us Fallin' In Love (feat. Pitbull),2013-06-24,2013,new millennium,Summer
Up Jumps da Boogie (In the Style of Magoo & Timbaland) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Tema de Tracy,2013-05-13,2013,new millennium,Spring
Team,2013-09-27,2014,new millennium,Autumn
Best Song Ever,2013-11-25,2013,new millennium,Autumn
It's Your Love (Originally Performed by Tim Mcgraw with Faith Hill) [Karaoke Version],2013-03-15,2013,new millennium,Spring
This Is How We Roll,2013-01-01,2014,new millennium,Winter
Dark Horse,2013-01-01,2014,new millennium,Winter
Sweet Mary,2013-03-31,2013,new millennium,Spring
Don't Fall in Love with a Dreamer (Originally Performed by Kenny Rogers and Kim Carnes) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Nobody Wants to Be Lonely (Originally Performed by Ricky Martin and Christina Aguilera) [Karaoke Version],2013-03-15,2013,new millennium,Spring
There'll Be Sad Songs (To Make You Cry) [Originally Performed by Billy Ocean] [Karaoke Version],2013-03-15,2013,new millennium,Spring
"You Can't Be True, Dear",2013-02-12,2013,new millennium,Winter
Roar,2013-01-01,2013,new millennium,Winter
I Want You,2013-08-01,2013,new millennium,Summer
Pompeii,2013-01-01,2014,new millennium,Winter
Wake Me Up,2013-01-01,2013,new millennium,Winter
"Hold On, We're Going Home",2013-01-01,2014,new millennium,Winter
Play It Again,2013-01-01,2014,new millennium,Winter
Mockingbird (In the Style of Carly Simon and James Taylor) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Wiggle (feat. Snoop Dogg),2013-09-10,2014,new millennium,Autumn
When You Believe (Originally Performed by Mariah Carey & Whitney Houston) [Karaoke Version] - 1999,2013-04-27,2013,new millennium,Spring
Cool Kids,2013-10-04,2014,new millennium,Autumn
Mirrors,2013-03-15,2013,new millennium,Spring
A Fool Never Learns - Single Version,2013-05-10,2013,new millennium,Spring
I'm Doin' Fine Now (Originally Performed By New York City) [Karaoke Backing Track],2013-03-19,2013,new millennium,Spring
Beachin',2013-12-02,2014,new millennium,Winter
Harlem Shake,2013-02-12,2013,new millennium,Winter
Don't Take the Girl (Originally Performed by Tim Mcgraw) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Boy from New York City (In the Style of Manhattan Transfer) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Don't Cry for Me Argentina (Originally Performed by Madonna) [Karaoke Version] - 1997,2013-03-22,2013,new millennium,Spring
Who'd She Coo?,2013-11-19,2013,new millennium,Autumn
Girl You Know It's True,2013-07-26,2013,new millennium,Summer
0 To 100 / The Catch Up,2013-07-14,2014,new millennium,Summer
Runnin' Outta Moonlight,2013-01-22,2013,new millennium,Winter
All of Me,2013-08-30,2014,new millennium,Summer
Don't Shed a Tear (In the Style of Paul Carrack) [Karaoke Version],2013-05-16,2013,new millennium,Spring
The Fox (What Does the Fox Say?),2013-09-02,2013,new millennium,Autumn
Wrecking Ball,2013-10-04,2013,new millennium,Autumn
Royals,2013-09-27,2014,new millennium,Autumn
Sure Be Cool If You Did,2013-03-26,2013,new millennium,Spring
I'm the Only One (Originally Performed by Melissa Etheridge) [Karaoke Version],2013-03-15,2013,new millennium,Spring
This Time,2013-05-07,2013,new millennium,Spring
Birthday,2013-10-18,2014,new millennium,Autumn
When the Sun Goes Down (In the Style of Kenny Chesney & Uncle Kracker) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Pontoon,2013-01-01,2013,new millennium,Winter
DJ Got Us Fallin' In Love (feat. Pitbull),2013-06-24,2013,new millennium,Summer
Bugatti,2013-01-01,2013,new millennium,Winter
"Be My Love (From ""The Toast of New Orleans"")",2013-08-23,2013,new millennium,Summer
Don't Wanna Be a Player (In the Style of Joe) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Heart Attack,2013-01-01,2013,new millennium,Winter
Hey Brother,2013-01-01,2014,new millennium,Winter
Applause,2013-11-11,2013,new millennium,Autumn
That's My Kind Of Night,2013-01-01,2013,new millennium,Winter
I'll Have to Say I Love You In a Song (Originally Performed By Jim Croce) [Full Vocal Version],2013-03-19,2013,new millennium,Spring
The Other Side,2013-09-10,2013,new millennium,Autumn
"U.O.E.N.O. (feat. Rick Ross, Future)",2013-03-05,2013,new millennium,Spring
My Songs Know What You Did In The Dark (Light Em Up),2013-04-12,2013,new millennium,Spring
Little Things,2013-03-19,2013,new millennium,Spring
"Boys 'Round Here (feat. Jason Aldean, Luke Bryan, Ronnie Dunn, Miranda Lambert, Brad Paisley, Reba, Josh Turner, Keith Urban & Hank Williams, Jr.) - Celebrity Mix",2013-06-11,2013,new millennium,Summer
The Best Things in Life Are Free (In the Style of Luther Vandross and Janet Jackson) [Mo'money] [Karaoke Version],2013-05-16,2013,new millennium,Spring
23,2013-01-01,2014,new millennium,Winter
I'm Still in Love with You (Originally Performed by New Edition) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Love Me,2013-01-01,2013,new millennium,Winter
No Air (feat. Chris Brown),2013-06-24,2013,new millennium,Summer
Power Trip (feat. Miguel),2013-06-18,2013,new millennium,Summer
Ain't Nothing 'Bout You (Originally Performed by Brooks & Dunn) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Pink Shoe Laces,2013-05-01,2013,new millennium,Spring
Ain't No Mountain High Enough (Originally Performed By Marvin Gaye & Tammi Terrell) [Karaoke Backing Track],2013-04-17,2013,new millennium,Spring
Still into You,2013-04-05,2013,new millennium,Spring
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",2013-06-24,2013,new millennium,Summer
Tonight I Celebrate My Love (Originally Performed by Peabo Bryson and Roberta Flack) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Can't Stay Away from You (In the Style of Gloria Estefan and Miami Sound Machine) [Karaoke Version],2013-05-16,2013,new millennium,Spring
The Monster,2013-11-05,2014,new millennium,Autumn
This Lil' Game We Play,2013-01-22,2013,new millennium,Winter
Anything for You (In the Style of Gloria Estefan and Miami Sound Machine) [Karaoke Version],2013-05-16,2013,new millennium,Spring
I'll Make Love to You (Originally Performed by Boyz II Men) [Karaoke Version],2013-03-15,2013,new millennium,Spring
The Closer I Get to You (Originally Performed by Roberta Flack and Donny Hathaway) [Karaoke Version],2013-03-15,2013,new millennium,Spring
I'll Always Love You (In the Style of Taylor Dayne) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Don’t Disturb This Groove (Redux),2013-01-30,2013,new millennium,Winter
Get over Yourself (Originally Performed by Eden's Crush) [Karaoke Version],2013-03-15,2013,new millennium,Spring
The Old Lamplighter,2013-08-02,2013,new millennium,Summer
When (Originally Performed By The Kalin Twins) [Full Vocal Version],2013-04-30,2013,new millennium,Spring
Crash My Party,2013-01-01,2013,new millennium,Winter
Hotel (feat. R.Kelly),2013-06-24,2013,new millennium,Summer
Wagon Wheel,2013-01-01,2013,new millennium,Winter
The Way,2013-01-01,2013,new millennium,Winter
Endless Love (Originally Performed by Diana Ross and Lionel Richie) [Karaoke Version],2013-03-15,2013,new millennium,Spring
My Hitta,2013-01-01,2014,new millennium,Winter
Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],2013-01-15,2013,new millennium,Winter
Bad Girls,2013-01-01,2019,new millennium,Winter
Wake Me Up,2013-01-01,2014,new millennium,Winter
Royals,2013-09-27,2013,new millennium,Autumn
Just the Two of Us (In the Style of Grover Washington and Jr. Bill Withers) [Karaoke Version],2013-05-16,2013,new millennium,Spring
"Tie Me Kangaroo Down, Sport",2013-08-01,2013,new millennium,Summer
Roar,2013-01-01,2014,new millennium,Winter
C'est Si Bon (In the Style of Eartha Kitt) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Blurred Lines,2013-01-01,2013,new millennium,Winter
Help Me (In the Style of Joni Mitchell) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Don't Let the Sun Go Down on Me (Originally Performed by Elton John and George Michael) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Bad (feat. Tiara Thomas),2013-02-05,2013,new millennium,Winter
Not a Bad Thing,2013-09-27,2014,new millennium,Autumn
I'll Remember (Originally Performed by Madonna) [Karaoke Version],2013-03-15,2013,new millennium,Spring
I'm Easy (Originally Performed by Keith Carradine) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Body Party,2013-07-05,2013,new millennium,Summer
Harper Valley P.T.A.,2013-09-30,2013,new millennium,Autumn
You Gotta Be (Originally Performed by Des'ree) [Karaoke Version] - 1995,2013-04-27,2013,new millennium,Spring
Don't Be Cruel (In the Style of Elvis Presley) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Oochie Wally - Remix,2013-08-20,2013,new millennium,Summer
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2013-04-06,2013,new millennium,Spring
"Let It Go - From ""Frozen""/Soundtrack Version",2013-01-01,2014,new millennium,Winter
Story of My Life,2013-11-25,2014,new millennium,Autumn
You Don't Bring Me Flowers (In the Style of Neil Diamond and Barbra Streisand) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Separate Lives (Originally Performed by Phil Collins and Marilyn Martin) [Karaoke Version],2013-03-15,2013,new millennium,Spring
Berzerk,2013-11-05,2013,new millennium,Autumn
"The Loveliest Night of the Year (From ""The Great Caruso"")",2013-08-23,2013,new millennium,Summer
Beautiful Sunday,2013-03-31,2013,new millennium,Spring
Brave,2013-07-16,2013,new millennium,Summer
My Baby Loves Lovin',2013-03-31,2013,new millennium,Spring
Highway Don't Care,2013-01-01,2013,new millennium,Winter
Get the Party Started (Originally Performed by Pink) [Karaoke Version],2013-03-15,2013,new millennium,Spring
(You're The) Devil in Disguise (In the Style of Elvis Presley) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Ain't It Fun,2013-04-05,2013,new millennium,Spring
Adore You,2013-10-04,2014,new millennium,Autumn
What Kind of Fool (Do You Think I Am),2013-03-31,2013,new millennium,Spring
Baby Come to Me (In the Style of Patti Austin and James Ingram) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Don't Be Cruel (In the Style of Cheap Trick) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Can't Get Enough of Your Love (In the Style of Taylor Dayne) [Karaoke Version],2013-05-16,2013,new millennium,Spring
Blurred Lines,2013-01-01,2014,new millennium,Winter
I Love It (feat. Charli XCX),2013-08-27,2013,new millennium,Summer
The Door Is Still Open to My Heart,2014-10-10,2014,new millennium,Autumn
Rather Be (feat. Jess Glynne),2014-01-17,2014,new millennium,Winter
Shake It Off,2014-10-27,2014,new millennium,Autumn
Let's Get It Started (Radio Version),2014-09-25,2014,new millennium,Autumn
Studio,2014-01-01,2014,new millennium,Winter
Something Bad (A Tribute to Miranda Lambert and Carrie Underwood),2014-06-03,2014,new millennium,Summer
2 On (feat. ScHoolboy Q),2014-10-01,2014,new millennium,Autumn
Thinking out Loud,2014-06-21,2015,new millennium,Summer
"Turn Down for What (feat. Juicy J, 2 Chainz & French Montana) - Official Remix",2014-05-19,2014,new millennium,Spring
Rumors,2014-11-03,2014,new millennium,Autumn
A Sky Full of Stars,2014-05-19,2014,new millennium,Spring
